date,Total precipitation(mm),Temperature(℃),Snowfall(cm),Snow accumulation(cm)
2017年12月13日9時,0.0,-0.4,--,46
2017年12月13日10時,0.0,-0.1,--,46
2017年12月13日11時,0.0,0.3,--,46
2017年12月13日12時,0.0,0.3,--,46
2017年12月13日13時,0.5,0.8,--,45
2017年12月13日14時,0.0,-0.1,--,44
2017年12月13日15時,0.0,0.0,--,43
2017年12月13日16時,0.0,-0.6,1,44
2017年12月13日17時,0.5,-1.0,--,43
2017年12月13日18時,0.0,-1.1,1,44
2017年12月13日19時,0.0,-1.3,--,43
2017年12月13日20時,--,-1.7,--,43
2017年12月13日21時,0.0,-1.1,--,42
2017年12月13日22時,0.0,-1.6,--,41
2017年12月13日23時,0.5,-1.9,--,41
