date,Total precipitation(mm),Temperature(℃),Snowfall(cm),Snow accumulation(cm)
2017年12月10日9時,--,2.0,--,--
2017年12月10日10時,--,3.6,--,--
2017年12月10日11時,--,5.3,--,--
2017年12月10日12時,--,6.7,--,--
2017年12月10日13時,--,8.0,--,--
2017年12月10日14時,--,8.5,--,--
2017年12月10日15時,--,8.3,--,--
2017年12月10日16時,--,7.3,--,--
2017年12月10日17時,--,6.2,--,--
2017年12月10日18時,--,4.0,--,--
2017年12月10日19時,--,2.6,--,--
2017年12月10日20時,--,1.6,--,--
2017年12月10日21時,--,0.7,--,--
2017年12月10日22時,--,0.3,--,--
2017年12月10日23時,--,-0.6,--,--
