date,Total precipitation(mm),Temperature(℃),Snowfall(cm),Snow accumulation(cm)
2017年11月10日9時,--,8.7,--,--
2017年11月10日10時,--,10.9,--,--
2017年11月10日11時,--,12.6,--,--
2017年11月10日12時,--,13.9,--,--
2017年11月10日13時,--,14.5,--,--
2017年11月10日14時,--,15.3,--,--
2017年11月10日15時,--,14.8,--,--
2017年11月10日16時,--,14.2,--,--
2017年11月10日17時,--,11.9,--,--
2017年11月10日18時,--,9.1,--,--
2017年11月10日19時,--,7.8,--,--
2017年11月10日20時,--,7.3,--,--
2017年11月10日21時,--,5.9,--,--
2017年11月10日22時,--,5.5,--,--
2017年11月10日23時,--,5.1,--,--
