date,Total precipitation(mm),Temperature(℃),Snowfall(cm),Snow accumulation(cm)
2017年4月20日9時,--,8.0,--,--
2017年4月20日10時,--,8.7,--,--
2017年4月20日11時,--,9.9,--,--
2017年4月20日12時,--,11.2,--,--
2017年4月20日13時,--,12.4,--,--
2017年4月20日14時,--,13.0,--,--
2017年4月20日15時,--,13.3,--,--
2017年4月20日16時,--,13.3,--,--
2017年4月20日17時,--,12.9,--,--
2017年4月20日18時,--,12.5,--,--
2017年4月20日19時,--,11.8,--,--
2017年4月20日20時,--,11.1,--,--
2017年4月20日21時,0.0,9.6,--,--
2017年4月20日22時,0.0,9.7,--,--
2017年4月20日23時,0.0,9.2,--,--
