date,Total precipitation(mm),Temperature(℃),Snowfall(cm),Snow accumulation(cm)
2016年11月12日9時,0.0,8.7,--,--
2016年11月12日10時,0.0,9.6,--,--
2016年11月12日11時,0.0,11.3,--,--
2016年11月12日12時,--,13.0,--,--
2016年11月12日13時,--,14.4,--,--
2016年11月12日14時,--,14.0,--,--
2016年11月12日15時,--,14.3,--,--
2016年11月12日16時,--,13.2,--,--
2016年11月12日17時,--,10.1,--,--
2016年11月12日18時,--,8.4,--,--
2016年11月12日19時,--,7.4,--,--
2016年11月12日20時,--,6.4,--,--
2016年11月12日21時,--,5.8,--,--
2016年11月12日22時,--,4.6,--,--
2016年11月12日23時,--,4.4,--,--
