date,Total precipitation(mm),Temperature(℃),Snowfall(cm),Snow accumulation(cm)
2016年4月16日9時,--,8.0,--,--
2016年4月16日10時,--,11.2,--,--
2016年4月16日11時,--,13.3,--,--
2016年4月16日12時,--,16.6,--,--
2016年4月16日13時,--,17.9,--,--
2016年4月16日14時,--,20.1,--,--
2016年4月16日15時,--,20.0,--,--
2016年4月16日16時,--,20.3,--,--
2016年4月16日17時,--,19.5,--,--
2016年4月16日18時,--,17.7,--,--
2016年4月16日19時,--,16.2,--,--
2016年4月16日20時,--,15.0,--,--
2016年4月16日21時,--,13.7,--,--
2016年4月16日22時,--,13.4,--,--
2016年4月16日23時,--,11.1,--,--
