date,Total precipitation(mm),Temperature(℃),Snowfall(cm),Snow accumulation(cm)
2016年1月12日9時,--,0.2,--,--
2016年1月12日10時,--,1.8,--,--
2016年1月12日11時,--,2.3,--,--
2016年1月12日12時,--,2.3,--,--
2016年1月12日13時,--,2.5,--,--
2016年1月12日14時,--,2.7,--,--
2016年1月12日15時,--,1.5,--,--
2016年1月12日16時,--,0.8,--,--
2016年1月12日17時,--,0.2,--,--
2016年1月12日18時,0.0,-0.1,--,--
2016年1月12日19時,0.0,-0.4,--,--
2016年1月12日20時,--,0.1,--,--
2016年1月12日21時,--,-0.2,--,--
2016年1月12日22時,--,-0.4,--,--
2016年1月12日23時,--,-0.4,--,--
