date,Total precipitation(mm),Temperature(℃),Snowfall(cm),Snow accumulation(cm)
2017年3月12日9時,--,1.5,--,--
2017年3月12日10時,--,3.6,--,--
2017年3月12日11時,--,5.0,--,--
2017年3月12日12時,--,6.6,--,--
2017年3月12日13時,--,7.1,--,--
2017年3月12日14時,--,7.7,--,--
2017年3月12日15時,--,7.5,--,--
2017年3月12日16時,--,8.2,--,--
2017年3月12日17時,--,7.4,--,--
2017年3月12日18時,--,5.7,--,--
2017年3月12日19時,--,3.7,--,--
2017年3月12日20時,--,2.3,--,--
2017年3月12日21時,--,1.4,--,--
2017年3月12日22時,--,0.8,--,--
2017年3月12日23時,--,-0.4,--,--
