date,Total precipitation(mm),Temperature(℃),Snowfall(cm),Snow accumulation(cm)
2017年11月21日9時,0.0,3.2,--,--
2017年11月21日10時,--,3.9,--,--
2017年11月21日11時,0.0,4.5,--,--
2017年11月21日12時,0.0,4.9,--,--
2017年11月21日13時,--,4.6,--,--
2017年11月21日14時,0.0,4.8,--,--
2017年11月21日15時,--,4.6,--,--
2017年11月21日16時,--,4.4,--,--
2017年11月21日17時,--,3.8,--,--
2017年11月21日18時,--,3.3,--,--
2017年11月21日19時,--,2.0,--,--
2017年11月21日20時,--,0.8,--,--
2017年11月21日21時,--,-0.4,--,--
2017年11月21日22時,--,-1.2,--,--
2017年11月21日23時,--,-1.5,--,--
