date,Total precipitation(mm),Temperature(℃),Snowfall(cm),Snow accumulation(cm)
2017年4月14日9時,--,6.6,--,--
2017年4月14日10時,--,8.8,--,--
2017年4月14日11時,--,12.4,--,--
2017年4月14日12時,--,15.1,--,--
2017年4月14日13時,--,16.4,--,--
2017年4月14日14時,--,18.7,--,--
2017年4月14日15時,--,20.7,--,--
2017年4月14日16時,--,20.3,--,--
2017年4月14日17時,--,19.5,--,--
2017年4月14日18時,--,16.4,--,--
2017年4月14日19時,--,14.3,--,--
2017年4月14日20時,--,13.0,--,--
2017年4月14日21時,--,10.3,--,--
2017年4月14日22時,--,9.4,--,--
2017年4月14日23時,--,8.7,--,--
