date,Total precipitation(mm),Temperature(℃),Snowfall(cm),Snow accumulation(cm)
2017年4月13日9時,--,6.4,--,--
2017年4月13日10時,0.0,7.2,--,--
2017年4月13日11時,0.0,9.0,--,--
2017年4月13日12時,0.0,4.6,--,--
2017年4月13日13時,0.0,5.1,--,--
2017年4月13日14時,0.0,7.8,--,--
2017年4月13日15時,0.0,11.6,--,--
2017年4月13日16時,--,10.6,--,--
2017年4月13日17時,--,9.9,--,--
2017年4月13日18時,--,8.4,--,--
2017年4月13日19時,--,5.6,--,--
2017年4月13日20時,--,4.0,--,--
2017年4月13日21時,--,3.1,--,--
2017年4月13日22時,--,2.3,--,--
2017年4月13日23時,--,1.4,--,--
