date,Total precipitation(mm),Temperature(℃),Snowfall(cm),Snow accumulation(cm)
2016年3月12日9時,0.0,1.5,--,--
2016年3月12日10時,--,2.7,--,--
2016年3月12日11時,--,4.0,--,--
2016年3月12日12時,--,5.2,--,--
2016年3月12日13時,--,5.5,--,--
2016年3月12日14時,--,6.5,--,--
2016年3月12日15時,--,6.0,--,--
2016年3月12日16時,--,6.0,--,--
2016年3月12日17時,--,5.3,--,--
2016年3月12日18時,--,3.8,--,--
2016年3月12日19時,--,3.2,--,--
2016年3月12日20時,--,3.2,--,--
2016年3月12日21時,--,3.3,--,--
2016年3月12日22時,--,3.1,--,--
2016年3月12日23時,--,3.1,--,--
