date,Total precipitation(mm),Temperature(℃),Snowfall(cm),Snow accumulation(cm)
2017年3月16日9時,--,4.8,--,--
2017年3月16日10時,--,6.7,--,--
2017年3月16日11時,--,5.8,--,--
2017年3月16日12時,--,7.8,--,--
2017年3月16日13時,--,7.7,--,--
2017年3月16日14時,--,7.8,--,--
2017年3月16日15時,--,5.2,--,--
2017年3月16日16時,0.0,5.1,--,--
2017年3月16日17時,0.0,5.1,--,--
2017年3月16日18時,0.0,2.9,--,--
2017年3月16日19時,0.0,3.0,--,--
2017年3月16日20時,0.0,3.1,--,--
2017年3月16日21時,0.0,3.5,--,--
2017年3月16日22時,--,3.4,--,--
2017年3月16日23時,--,3.0,--,--
