date,Total precipitation(mm),Temperature(℃),Snowfall(cm),Snow accumulation(cm)
2017年4月19日9時,0.0,9.0,--,--
2017年4月19日10時,0.0,10.0,--,--
2017年4月19日11時,0.5,10.7,--,--
2017年4月19日12時,--,15.0,--,--
2017年4月19日13時,--,15.5,--,--
2017年4月19日14時,--,13.6,--,--
2017年4月19日15時,0.0,9.4,--,--
2017年4月19日16時,0.0,10.5,--,--
2017年4月19日17時,0.0,7.6,--,--
2017年4月19日18時,2.0,6.6,--,--
2017年4月19日19時,1.5,6.6,--,--
2017年4月19日20時,1.0,6.7,--,--
2017年4月19日21時,2.0,6.2,--,--
2017年4月19日22時,0.5,6.3,--,--
2017年4月19日23時,0.5,6.0,--,--
