date,Total precipitation(mm),Temperature(℃),Snowfall(cm),Snow accumulation(cm)
2017年1月27日9時,0.0,-3.8,--,30
2017年1月27日10時,0.0,-3.8,--,30
2017年1月27日11時,--,-3.6,--,30
2017年1月27日12時,--,-2.9,--,30
2017年1月27日13時,--,-1.3,--,30
2017年1月27日14時,--,0.8,--,29
2017年1月27日15時,--,1.5,--,29
2017年1月27日16時,0.0,1.7,--,29
2017年1月27日17時,0.5,2.0,--,28
2017年1月27日18時,0.5,2.8,--,28
2017年1月27日19時,0.0,2.5,--,28
2017年1月27日20時,0.0,2.2,--,27
2017年1月27日21時,0.0,1.8,--,27
2017年1月27日22時,0.0,1.4,--,27
2017年1月27日23時,0.0,0.9,--,27
