date,Total precipitation(mm),Temperature(℃),Snowfall(cm),Snow accumulation(cm)
2016年4月14日9時,--,13.7,--,--
2016年4月14日10時,--,15.6,--,--
2016年4月14日11時,--,17.0,--,--
2016年4月14日12時,--,18.7,--,--
2016年4月14日13時,--,20.4,--,--
2016年4月14日14時,--,20.6,--,--
2016年4月14日15時,--,20.3,--,--
2016年4月14日16時,--,20.3,--,--
2016年4月14日17時,--,18.6,--,--
2016年4月14日18時,--,16.9,--,--
2016年4月14日19時,--,16.0,--,--
2016年4月14日20時,--,14.5,--,--
2016年4月14日21時,--,14.3,--,--
2016年4月14日22時,0.0,13.3,--,--
2016年4月14日23時,0.0,12.8,--,--
