date,Total precipitation(mm),Temperature(℃),Snowfall(cm),Snow accumulation(cm)
2017年12月6日9時,--,1.6,--,--
2017年12月6日10時,0.0,2.0,--,--
2017年12月6日11時,0.0,2.4,--,--
2017年12月6日12時,--,3.3,--,--
2017年12月6日13時,--,3.7,--,--
2017年12月6日14時,--,4.1,--,--
2017年12月6日15時,--,3.9,--,--
2017年12月6日16時,--,2.8,--,--
2017年12月6日17時,--,2.4,--,--
2017年12月6日18時,--,2.1,--,--
2017年12月6日19時,--,1.2,--,--
2017年12月6日20時,0.0,1.0,--,--
2017年12月6日21時,0.0,0.8,--,--
2017年12月6日22時,--,0.9,--,--
2017年12月6日23時,--,0.1,--,--
