date,Total precipitation(mm),Temperature(℃),Snowfall(cm),Snow accumulation(cm)
2017年12月28日9時,--,-0.1,--,15
2017年12月28日10時,0.0,0.8,--,15
2017年12月28日11時,--,1.1,--,15
2017年12月28日12時,0.0,1.1,--,14
2017年12月28日13時,0.0,0.8,--,14
2017年12月28日14時,0.0,0.5,--,14
2017年12月28日15時,0.0,0.3,--,14
2017年12月28日16時,0.0,0.2,--,13
2017年12月28日17時,0.0,-0.3,--,13
2017年12月28日18時,0.0,-0.4,--,13
2017年12月28日19時,0.0,-1.6,--,13
2017年12月28日20時,0.0,-1.3,--,13
2017年12月28日21時,0.0,-1.4,--,13
2017年12月28日22時,0.0,-0.8,--,13
2017年12月28日23時,0.0,-1.0,--,13
