date,Total precipitation(mm),Temperature(℃),Snowfall(cm),Snow accumulation(cm)
2016年1月13日9時,0.0,-0.6,1,1
2016年1月13日10時,0.0,0.5,--,--
2016年1月13日11時,0.0,2.8,--,--
2016年1月13日12時,--,4.0,--,--
2016年1月13日13時,--,4.3,--,--
2016年1月13日14時,--,5.1,--,--
2016年1月13日15時,--,4.5,--,--
2016年1月13日16時,--,3.9,--,--
2016年1月13日17時,--,2.7,--,--
2016年1月13日18時,--,2.3,--,--
2016年1月13日19時,--,1.6,--,--
2016年1月13日20時,--,1.9,--,--
2016年1月13日21時,0.0,1.0,--,--
2016年1月13日22時,--,0.6,--,--
2016年1月13日23時,0.0,0.4,--,--
