date,Total precipitation(mm),Temperature(℃),Snowfall(cm),Snow accumulation(cm)
2016年4月21日9時,--,13.3,--,--
2016年4月21日10時,--,15.4,--,--
2016年4月21日11時,--,16.4,--,--
2016年4月21日12時,--,17.0,--,--
2016年4月21日13時,--,17.5,--,--
2016年4月21日14時,--,18.3,--,--
2016年4月21日15時,0.0,18.1,--,--
2016年4月21日16時,0.0,18.2,--,--
2016年4月21日17時,0.0,16.4,--,--
2016年4月21日18時,0.5,14.6,--,--
2016年4月21日19時,1.0,13.7,--,--
2016年4月21日20時,0.5,12.9,--,--
2016年4月21日21時,0.5,12.6,--,--
2016年4月21日22時,1.0,12.4,--,--
2016年4月21日23時,0.5,12.3,--,--
