date,Total precipitation(mm),Temperature(℃),Snowfall(cm),Snow accumulation(cm)
2017年4月8日9時,--,14.7,--,--
2017年4月8日10時,--,16.2,--,--
2017年4月8日11時,--,16.9,--,--
2017年4月8日12時,--,18.9,--,--
2017年4月8日13時,--,18.9,--,--
2017年4月8日14時,--,19.1,--,--
2017年4月8日15時,--,19.6,--,--
2017年4月8日16時,--,19.5,--,--
2017年4月8日17時,--,19.0,--,--
2017年4月8日18時,--,15.8,--,--
2017年4月8日19時,0.0,14.2,--,--
2017年4月8日20時,0.0,14.6,--,--
2017年4月8日21時,0.0,13.7,--,--
2017年4月8日22時,--,12.6,--,--
2017年4月8日23時,0.5,12.2,--,--
