date,Total precipitation(mm),Temperature(℃),Snowfall(cm),Snow accumulation(cm)
2016年1月22日9時,0.0,0.2,--,13
2016年1月22日10時,0.0,1.0,--,13
2016年1月22日11時,--,1.7,--,12
2016年1月22日12時,0.0,1.6,--,12
2016年1月22日13時,0.0,1.3,--,12
2016年1月22日14時,0.0,1.1,--,12
2016年1月22日15時,0.0,0.9,--,12
2016年1月22日16時,0.0,0.1,--,11
2016年1月22日17時,0.0,-0.7,2,13
2016年1月22日18時,0.0,-1.5,--,13
2016年1月22日19時,0.0,-1.1,--,13
2016年1月22日20時,0.5,-1.6,2,15
2016年1月22日21時,0.0,-1.6,1,16
2016年1月22日22時,0.0,-1.5,--,16
2016年1月22日23時,0.5,-1.7,--,16
