date,Total precipitation(mm),Temperature(℃),Snowfall(cm),Snow accumulation(cm)
2017年12月11日9時,0.0,-1.0,--,--
2017年12月11日10時,--,-0.3,--,--
2017年12月11日11時,0.0,0.1,--,--
2017年12月11日12時,0.0,1.8,--,--
2017年12月11日13時,0.0,4.9,--,--
2017年12月11日14時,0.0,6.8,--,--
2017年12月11日15時,0.0,5.9,--,--
2017年12月11日16時,0.0,4.7,--,--
2017年12月11日17時,0.0,4.0,--,--
2017年12月11日18時,0.0,3.6,--,--
2017年12月11日19時,1.0,2.9,--,--
2017年12月11日20時,1.0,1.9,--,--
2017年12月11日21時,0.5,1.6,--,--
2017年12月11日22時,0.0,1.6,--,--
2017年12月11日23時,0.0,1.4,--,--
