date,Total precipitation(mm),Temperature(℃),Snowfall(cm),Snow accumulation(cm)
2017年11月13日9時,--,5.6,--,--
2017年11月13日10時,--,7.3,--,--
2017年11月13日11時,--,9.0,--,--
2017年11月13日12時,--,9.8,--,--
2017年11月13日13時,--,12.2,--,--
2017年11月13日14時,--,13.9,--,--
2017年11月13日15時,--,14.1,--,--
2017年11月13日16時,--,13.2,--,--
2017年11月13日17時,--,11.8,--,--
2017年11月13日18時,--,9.7,--,--
2017年11月13日19時,--,9.3,--,--
2017年11月13日20時,--,8.1,--,--
2017年11月13日21時,--,7.3,--,--
2017年11月13日22時,--,6.2,--,--
2017年11月13日23時,--,5.9,--,--
