date,Total precipitation(mm),Temperature(℃),Snowfall(cm),Snow accumulation(cm)
2016年11月13日9時,0.0,3.7,--,--
2016年11月13日10時,--,4.4,--,--
2016年11月13日11時,--,7.0,--,--
2016年11月13日12時,--,9.0,--,--
2016年11月13日13時,--,11.7,--,--
2016年11月13日14時,--,13.8,--,--
2016年11月13日15時,--,15.4,--,--
2016年11月13日16時,--,14.7,--,--
2016年11月13日17時,--,11.0,--,--
2016年11月13日18時,--,9.6,--,--
2016年11月13日19時,--,8.0,--,--
2016年11月13日20時,--,7.9,--,--
2016年11月13日21時,--,7.4,--,--
2016年11月13日22時,--,6.6,--,--
2016年11月13日23時,--,6.1,--,--
