date,Total precipitation(mm),Temperature(℃),Snowfall(cm),Snow accumulation(cm)
2017年4月23日9時,--,10.3,--,--
2017年4月23日10時,--,11.3,--,--
2017年4月23日11時,--,12.7,--,--
2017年4月23日12時,--,13.3,--,--
2017年4月23日13時,--,13.8,--,--
2017年4月23日14時,--,13.8,--,--
2017年4月23日15時,--,14.0,--,--
2017年4月23日16時,--,13.6,--,--
2017年4月23日17時,--,12.7,--,--
2017年4月23日18時,--,11.2,--,--
2017年4月23日19時,--,9.6,--,--
2017年4月23日20時,--,8.7,--,--
2017年4月23日21時,--,6.8,--,--
2017年4月23日22時,--,5.7,--,--
2017年4月23日23時,--,4.5,--,--
