date,Total precipitation(mm),Temperature(℃),Snowfall(cm),Snow accumulation(cm)
2017年1月16日9時,0.0,-2.3,--,48
2017年1月16日10時,0.5,-1.9,--,48
2017年1月16日11時,0.5,-1.3,--,48
2017年1月16日12時,0.0,0.5,--,48
2017年1月16日13時,--,0.8,--,47
2017年1月16日14時,0.0,0.5,--,47
2017年1月16日15時,0.5,-0.4,--,47
2017年1月16日16時,0.0,-0.3,--,47
2017年1月16日17時,0.0,-1.0,--,46
2017年1月16日18時,0.0,-0.2,--,46
2017年1月16日19時,1.0,-0.6,1,47
2017年1月16日20時,0.0,-0.8,--,47
2017年1月16日21時,0.0,-0.7,--,46
2017年1月16日22時,0.0,-0.6,--,46
2017年1月16日23時,--,-0.7,--,46
