date,Total precipitation(mm),Temperature(℃),Snowfall(cm),Snow accumulation(cm)
2017年11月17日9時,--,4.8,--,--
2017年11月17日10時,--,6.1,--,--
2017年11月17日11時,--,6.9,--,--
2017年11月17日12時,--,6.9,--,--
2017年11月17日13時,--,8.1,--,--
2017年11月17日14時,--,8.3,--,--
2017年11月17日15時,--,8.3,--,--
2017年11月17日16時,--,7.8,--,--
2017年11月17日17時,--,5.7,--,--
2017年11月17日18時,--,4.7,--,--
2017年11月17日19時,--,3.7,--,--
2017年11月17日20時,--,2.4,--,--
2017年11月17日21時,--,2.1,--,--
2017年11月17日22時,--,1.5,--,--
2017年11月17日23時,--,0.9,--,--
