date,Total precipitation(mm),Temperature(℃),Snowfall(cm),Snow accumulation(cm)
2017年1月18日9時,--,0.5,--,35
2017年1月18日10時,--,2.2,--,35
2017年1月18日11時,--,2.5,--,35
2017年1月18日12時,--,4.0,--,35
2017年1月18日13時,--,2.9,--,34
2017年1月18日14時,--,4.3,--,34
2017年1月18日15時,--,4.4,--,33
2017年1月18日16時,--,2.7,--,33
2017年1月18日17時,--,0.9,--,32
2017年1月18日18時,--,0.2,--,32
2017年1月18日19時,--,-1.1,--,32
2017年1月18日20時,--,-1.3,--,32
2017年1月18日21時,--,-1.5,--,32
2017年1月18日22時,--,-1.7,--,32
2017年1月18日23時,--,-2.2,--,32
