date,Total precipitation(mm),Temperature(℃),Snowfall(cm),Snow accumulation(cm)
2016年1月17日9時,0.0,-1.2,--,--
2016年1月17日10時,0.0,-0.5,--,--
2016年1月17日11時,0.0,0.6,--,--
2016年1月17日12時,0.0,0.9,--,--
2016年1月17日13時,0.0,2.2,--,--
2016年1月17日14時,--,2.4,--,--
2016年1月17日15時,--,2.4,--,--
2016年1月17日16時,--,2.2,--,--
2016年1月17日17時,--,1.5,--,--
2016年1月17日18時,--,1.4,--,--
2016年1月17日19時,--,1.2,--,--
2016年1月17日20時,--,0.7,--,--
2016年1月17日21時,--,0.4,--,--
2016年1月17日22時,--,0.4,--,--
2016年1月17日23時,0.0,1.9,--,--
