date,Total precipitation(mm),Temperature(℃),Snowfall(cm),Snow accumulation(cm)
2016年12月9日9時,0.0,-0.2,--,--
2016年12月9日10時,--,0.0,--,--
2016年12月9日11時,--,0.9,--,--
2016年12月9日12時,--,3.4,--,--
2016年12月9日13時,--,6.9,--,--
2016年12月9日14時,--,7.2,--,--
2016年12月9日15時,--,7.3,--,--
2016年12月9日16時,0.0,7.0,--,--
2016年12月9日17時,0.0,6.1,--,--
2016年12月9日18時,0.0,5.8,--,--
2016年12月9日19時,0.0,5.0,--,--
2016年12月9日20時,0.5,5.7,--,--
2016年12月9日21時,1.0,4.7,--,--
2016年12月9日22時,0.5,4.8,--,--
2016年12月9日23時,0.5,4.5,--,--
