date,Total precipitation(mm),Temperature(℃),Snowfall(cm),Snow accumulation(cm)
2017年1月21日9時,--,1.4,--,33
2017年1月21日10時,--,2.2,--,33
2017年1月21日11時,--,2.3,--,32
2017年1月21日12時,--,2.6,--,31
2017年1月21日13時,--,2.5,--,30
2017年1月21日14時,0.0,1.9,--,29
2017年1月21日15時,0.0,2.2,--,28
2017年1月21日16時,0.0,1.8,--,28
2017年1月21日17時,0.0,0.9,--,28
2017年1月21日18時,0.0,0.9,--,28
2017年1月21日19時,0.0,0.0,--,28
2017年1月21日20時,0.0,0.1,--,28
2017年1月21日21時,0.0,-1.0,--,28
2017年1月21日22時,--,-2.2,--,27
2017年1月21日23時,--,-1.9,--,27
