date,Total precipitation(mm),Temperature(℃),Snowfall(cm),Snow accumulation(cm)
2017年12月18日9時,--,-2.6,--,18
2017年12月18日10時,--,-1.2,--,17
2017年12月18日11時,--,-1.1,--,17
2017年12月18日12時,--,-0.1,--,17
2017年12月18日13時,--,0.1,--,17
2017年12月18日14時,--,1.0,--,16
2017年12月18日15時,--,1.1,--,16
2017年12月18日16時,--,0.6,--,16
2017年12月18日17時,--,-1.0,--,16
2017年12月18日18時,--,-1.5,--,16
2017年12月18日19時,--,-2.4,--,16
2017年12月18日20時,--,-1.4,--,16
2017年12月18日21時,--,-1.3,--,16
2017年12月18日22時,0.0,-0.8,--,15
2017年12月18日23時,0.0,-0.9,--,15
