date,Total precipitation(mm),Temperature(℃),Snowfall(cm),Snow accumulation(cm)
2017年2月7日9時,0.0,0.1,--,28
2017年2月7日10時,1.0,-1.1,2,30
2017年2月7日11時,0.0,-1.1,--,29
2017年2月7日12時,0.0,-1.5,--,29
2017年2月7日13時,0.0,-1.0,--,29
2017年2月7日14時,0.0,-1.2,--,28
2017年2月7日15時,0.0,-1.7,--,28
2017年2月7日16時,0.5,-1.6,--,28
2017年2月7日17時,0.0,-1.8,--,28
2017年2月7日18時,0.0,-2.2,--,28
2017年2月7日19時,0.0,-2.0,--,28
2017年2月7日20時,0.0,-2.8,1,29
2017年2月7日21時,0.0,-1.9,--,29
2017年2月7日22時,0.0,-1.7,--,29
2017年2月7日23時,0.0,-1.4,--,29
