date,Total precipitation(mm),Temperature(℃),Snowfall(cm),Snow accumulation(cm)
2016年4月12日9時,--,4.0,--,--
2016年4月12日10時,--,6.4,--,--
2016年4月12日11時,--,8.3,--,--
2016年4月12日12時,--,9.7,--,--
2016年4月12日13時,--,11.4,--,--
2016年4月12日14時,--,13.3,--,--
2016年4月12日15時,--,14.2,--,--
2016年4月12日16時,--,14.8,--,--
2016年4月12日17時,--,13.8,--,--
2016年4月12日18時,--,13.0,--,--
2016年4月12日19時,--,11.5,--,--
2016年4月12日20時,--,10.6,--,--
2016年4月12日21時,--,9.7,--,--
2016年4月12日22時,--,9.0,--,--
2016年4月12日23時,--,7.8,--,--
