date,Total precipitation(mm),Temperature(℃),Snowfall(cm),Snow accumulation(cm)
2017年1月31日9時,0.0,-0.7,--,23
2017年1月31日10時,0.0,0.3,--,23
2017年1月31日11時,--,1.3,--,22
2017年1月31日12時,--,1.6,--,22
2017年1月31日13時,--,3.0,--,22
2017年1月31日14時,--,1.8,--,21
2017年1月31日15時,--,1.0,--,21
2017年1月31日16時,0.0,0.3,--,21
2017年1月31日17時,0.0,-0.2,--,21
2017年1月31日18時,0.0,0.2,--,21
2017年1月31日19時,0.0,0.0,--,21
2017年1月31日20時,0.0,0.0,--,21
2017年1月31日21時,0.0,0.0,--,21
2017年1月31日22時,--,-0.3,--,21
2017年1月31日23時,--,-0.7,--,21
