date,Total precipitation(mm),Temperature(℃),Snowfall(cm),Snow accumulation(cm)
2016年4月13日9時,--,12.0,--,--
2016年4月13日10時,--,16.8,--,--
2016年4月13日11時,--,18.7,--,--
2016年4月13日12時,--,20.6,--,--
2016年4月13日13時,--,21.8,--,--
2016年4月13日14時,--,22.2,--,--
2016年4月13日15時,--,20.5,--,--
2016年4月13日16時,--,19.2,--,--
2016年4月13日17時,--,18.5,--,--
2016年4月13日18時,--,17.7,--,--
2016年4月13日19時,--,17.1,--,--
2016年4月13日20時,--,16.8,--,--
2016年4月13日21時,--,15.8,--,--
2016年4月13日22時,0.0,14.7,--,--
2016年4月13日23時,1.0,13.1,--,--
