date,Total precipitation(mm),Temperature(℃),Snowfall(cm),Snow accumulation(cm)
2017年12月20日9時,0.0,0.0,--,14
2017年12月20日10時,0.0,0.4,--,14
2017年12月20日11時,0.0,1.6,--,13
2017年12月20日12時,--,2.0,--,13
2017年12月20日13時,--,3.1,--,13
2017年12月20日14時,--,2.5,--,13
2017年12月20日15時,--,2.6,--,13
2017年12月20日16時,--,1.8,--,13
2017年12月20日17時,--,0.5,--,13
2017年12月20日18時,--,-1.0,--,13
2017年12月20日19時,--,-1.2,--,13
2017年12月20日20時,--,-1.4,--,13
2017年12月20日21時,--,-2.5,--,13
2017年12月20日22時,--,-2.1,--,13
2017年12月20日23時,--,-1.6,--,13
