date,Total precipitation(mm),Temperature(℃),Snowfall(cm),Snow accumulation(cm)
2017年2月21日9時,0.0,-1.7,--,33
2017年2月21日10時,0.5,-1.5,2,35
2017年2月21日11時,1.5,-2.1,2,37
2017年2月21日12時,1.0,-1.5,2,39
2017年2月21日13時,0.5,-0.1,--,38
2017年2月21日14時,0.0,-1.0,--,37
2017年2月21日15時,0.5,-1.7,1,38
2017年2月21日16時,0.5,-1.9,1,39
2017年2月21日17時,0.0,-1.8,--,39
2017年2月21日18時,0.0,-1.5,--,39
2017年2月21日19時,0.0,-1.1,--,39
2017年2月21日20時,0.0,-1.1,--,38
2017年2月21日21時,0.0,-1.5,--,38
2017年2月21日22時,0.0,-1.6,--,38
2017年2月21日23時,--,-1.7,--,38
