date,Total precipitation(mm),Temperature(℃),Snowfall(cm),Snow accumulation(cm)
2017年12月19日9時,--,-1.1,--,15
2017年12月19日10時,0.0,-0.9,--,15
2017年12月19日11時,0.0,1.6,--,15
2017年12月19日12時,0.0,4.0,--,14
2017年12月19日13時,1.0,2.7,--,14
2017年12月19日14時,3.5,1.2,--,14
2017年12月19日15時,1.5,1.7,--,14
2017年12月19日16時,0.5,1.3,--,14
2017年12月19日17時,0.0,1.0,--,14
2017年12月19日18時,0.0,0.6,--,14
2017年12月19日19時,0.0,0.1,--,14
2017年12月19日20時,0.0,-0.1,1,15
2017年12月19日21時,0.0,-0.2,--,15
2017年12月19日22時,0.0,-0.2,--,15
2017年12月19日23時,0.0,-0.3,--,15
