date,Total precipitation(mm),Temperature(℃),Snowfall(cm),Snow accumulation(cm)
2017年12月31日9時,--,-2.2,--,11
2017年12月31日10時,--,-1.7,--,11
2017年12月31日11時,--,-0.8,--,11
2017年12月31日12時,--,-0.2,--,11
2017年12月31日13時,--,0.7,--,11
2017年12月31日14時,--,2.4,--,11
2017年12月31日15時,--,1.9,--,11
2017年12月31日16時,--,1.5,--,11
2017年12月31日17時,--,1.2,--,11
2017年12月31日18時,--,0.1,--,11
2017年12月31日19時,--,0.1,--,11
2017年12月31日20時,--,0.1,--,11
2017年12月31日21時,--,0.2,--,11
2017年12月31日22時,--,0.7,--,11
2017年12月31日23時,0.0,0.4,--,11
