date,Total precipitation(mm),Temperature(℃),Snowfall(cm),Snow accumulation(cm)
2017年12月2日9時,0.0,2.7,--,--
2017年12月2日10時,--,4.6,--,--
2017年12月2日11時,--,4.9,--,--
2017年12月2日12時,--,6.0,--,--
2017年12月2日13時,--,6.3,--,--
2017年12月2日14時,--,6.1,--,--
2017年12月2日15時,--,5.4,--,--
2017年12月2日16時,--,4.8,--,--
2017年12月2日17時,--,2.9,--,--
2017年12月2日18時,--,1.4,--,--
2017年12月2日19時,--,0.7,--,--
2017年12月2日20時,--,-0.1,--,--
2017年12月2日21時,--,-0.5,--,--
2017年12月2日22時,--,-0.8,--,--
2017年12月2日23時,--,-1.1,--,--
