date,Total precipitation(mm),Temperature(℃),Snowfall(cm),Snow accumulation(cm)
2017年4月30日9時,--,8.5,--,--
2017年4月30日10時,--,14.2,--,--
2017年4月30日11時,--,17.2,--,--
2017年4月30日12時,--,20.3,--,--
2017年4月30日13時,--,23.4,--,--
2017年4月30日14時,--,24.9,--,--
2017年4月30日15時,--,25.1,--,--
2017年4月30日16時,--,25.2,--,--
2017年4月30日17時,--,24.2,--,--
2017年4月30日18時,--,22.2,--,--
2017年4月30日19時,--,19.8,--,--
2017年4月30日20時,--,18.5,--,--
2017年4月30日21時,--,16.6,--,--
2017年4月30日22時,--,15.6,--,--
2017年4月30日23時,--,15.0,--,--
