date,Total precipitation(mm),Temperature(℃),Snowfall(cm),Snow accumulation(cm)
2017年1月30日9時,0.5,0.9,--,23
2017年1月30日10時,0.5,1.8,--,23
2017年1月30日11時,0.0,1.5,--,23
2017年1月30日12時,0.0,1.8,--,23
2017年1月30日13時,0.0,2.8,--,22
2017年1月30日14時,0.5,3.4,--,22
2017年1月30日15時,1.0,4.5,--,22
2017年1月30日16時,0.5,3.7,--,21
2017年1月30日17時,0.0,3.2,1,22
2017年1月30日18時,0.0,2.4,--,22
2017年1月30日19時,--,2.1,--,21
2017年1月30日20時,0.0,1.8,--,21
2017年1月30日21時,0.0,1.0,--,21
2017年1月30日22時,0.0,0.9,1,22
2017年1月30日23時,0.5,0.4,--,22
