date,Total precipitation(mm),Temperature(℃),Snowfall(cm),Snow accumulation(cm)
2017年1月14日9時,0.0,-3.3,--,46
2017年1月14日10時,1.0,-3.5,--,46
2017年1月14日11時,1.0,-3.0,1,47
2017年1月14日12時,0.0,-2.5,--,47
2017年1月14日13時,0.5,-3.7,--,47
2017年1月14日14時,0.5,-3.0,--,47
2017年1月14日15時,0.0,-4.0,--,47
2017年1月14日16時,0.0,-4.3,--,47
2017年1月14日17時,0.0,-4.9,--,46
2017年1月14日18時,0.0,-5.0,--,46
2017年1月14日19時,0.0,-5.1,--,46
2017年1月14日20時,0.5,-5.3,1,47
2017年1月14日21時,1.5,-5.4,1,48
2017年1月14日22時,0.5,-5.4,1,49
2017年1月14日23時,1.5,-5.4,2,51
