date,Total precipitation(mm),Temperature(℃),Snowfall(cm),Snow accumulation(cm)
2016年4月28日9時,2.5,11.2,--,--
2016年4月28日10時,2.0,11.6,--,--
2016年4月28日11時,0.5,12.7,--,--
2016年4月28日12時,3.0,12.3,--,--
2016年4月28日13時,3.5,12.6,--,--
2016年4月28日14時,1.5,13.0,--,--
2016年4月28日15時,0.5,14.2,--,--
2016年4月28日16時,0.0,14.1,--,--
2016年4月28日17時,0.5,13.8,--,--
2016年4月28日18時,4.0,12.9,--,--
2016年4月28日19時,1.0,12.8,--,--
2016年4月28日20時,1.5,12.5,--,--
2016年4月28日21時,2.0,12.3,--,--
2016年4月28日22時,0.0,12.4,--,--
2016年4月28日23時,0.0,12.7,--,--
