date,Total precipitation(mm),Temperature(℃),Snowfall(cm),Snow accumulation(cm)
2017年3月13日9時,--,1.4,--,--
2017年3月13日10時,--,3.2,--,--
2017年3月13日11時,--,6.5,--,--
2017年3月13日12時,--,9.1,--,--
2017年3月13日13時,--,10.0,--,--
2017年3月13日14時,--,11.0,--,--
2017年3月13日15時,--,10.7,--,--
2017年3月13日16時,--,10.1,--,--
2017年3月13日17時,--,9.2,--,--
2017年3月13日18時,--,7.8,--,--
2017年3月13日19時,--,7.2,--,--
2017年3月13日20時,--,6.8,--,--
2017年3月13日21時,--,6.2,--,--
2017年3月13日22時,--,5.8,--,--
2017年3月13日23時,--,5.7,--,--
