date,Total precipitation(mm),Temperature(℃),Snowfall(cm),Snow accumulation(cm)
2016年1月30日9時,0.5,-0.2,--,15
2016年1月30日10時,0.0,0.2,--,15
2016年1月30日11時,--,1.1,--,14
2016年1月30日12時,--,0.8,--,13
2016年1月30日13時,--,1.1,--,12
2016年1月30日14時,--,1.5,--,12
2016年1月30日15時,--,2.1,--,12
2016年1月30日16時,--,2.0,--,11
2016年1月30日17時,--,1.6,--,11
2016年1月30日18時,--,1.4,--,11
2016年1月30日19時,--,1.2,--,11
2016年1月30日20時,--,0.9,--,11
2016年1月30日21時,--,0.3,--,11
2016年1月30日22時,--,0.2,--,11
2016年1月30日23時,--,0.4,--,11
