date,Total precipitation(mm),Temperature(℃),Snowfall(cm),Snow accumulation(cm)
2017年4月15日9時,--,10.1,--,--
2017年4月15日10時,--,11.9,--,--
2017年4月15日11時,--,13.0,--,--
2017年4月15日12時,0.0,12.5,--,--
2017年4月15日13時,0.0,11.6,--,--
2017年4月15日14時,0.5,11.3,--,--
2017年4月15日15時,1.5,11.5,--,--
2017年4月15日16時,0.0,12.6,--,--
2017年4月15日17時,--,12.9,--,--
2017年4月15日18時,--,11.7,--,--
2017年4月15日19時,--,10.7,--,--
2017年4月15日20時,--,9.4,--,--
2017年4月15日21時,--,8.2,--,--
2017年4月15日22時,--,7.3,--,--
2017年4月15日23時,--,7.0,--,--
