date,Total precipitation(mm),Temperature(℃),Snowfall(cm),Snow accumulation(cm)
2016年4月11日9時,0.0,4.3,--,--
2016年4月11日10時,0.0,4.5,--,--
2016年4月11日11時,--,5.6,--,--
2016年4月11日12時,0.0,5.7,--,--
2016年4月11日13時,0.0,7.2,--,--
2016年4月11日14時,0.0,6.6,--,--
2016年4月11日15時,--,6.1,--,--
2016年4月11日16時,0.0,5.1,--,--
2016年4月11日17時,0.0,3.5,--,--
2016年4月11日18時,0.0,2.8,--,--
2016年4月11日19時,0.0,1.6,--,--
2016年4月11日20時,0.0,1.9,--,--
2016年4月11日21時,0.5,1.0,--,--
2016年4月11日22時,0.0,0.9,--,--
2016年4月11日23時,0.5,0.5,1,1
