date,Total precipitation(mm),Temperature(℃),Snowfall(cm),Snow accumulation(cm)
2017年1月26日9時,0.0,-2.9,1,33
2017年1月26日10時,0.0,-1.1,--,33
2017年1月26日11時,0.0,-0.1,--,33
2017年1月26日12時,0.0,0.0,--,33
2017年1月26日13時,0.5,0.7,--,33
2017年1月26日14時,0.0,1.1,--,32
2017年1月26日15時,0.0,2.0,--,32
2017年1月26日16時,--,2.3,--,31
2017年1月26日17時,--,0.8,--,31
2017年1月26日18時,--,-0.6,--,31
2017年1月26日19時,--,-1.8,--,31
2017年1月26日20時,--,-2.9,--,31
2017年1月26日21時,--,-3.3,--,31
2017年1月26日22時,--,-4.8,--,31
2017年1月26日23時,--,-6.0,--,31
