date,Total precipitation(mm),Temperature(℃),Snowfall(cm),Snow accumulation(cm)
2017年2月20日9時,0.0,-2.3,--,26
2017年2月20日10時,0.0,-2.3,--,26
2017年2月20日11時,1.0,-1.9,--,26
2017年2月20日12時,1.5,-0.9,--,26
2017年2月20日13時,1.0,-0.7,--,26
2017年2月20日14時,1.5,0.1,--,25
2017年2月20日15時,0.5,0.7,1,26
2017年2月20日16時,2.0,0.5,--,25
2017年2月20日17時,1.5,0.3,--,25
2017年2月20日18時,1.0,0.2,--,25
2017年2月20日19時,1.0,0.3,--,25
2017年2月20日20時,0.5,2.0,--,25
2017年2月20日21時,0.5,1.1,--,25
2017年2月20日22時,1.0,1.5,2,27
2017年2月20日23時,0.0,1.5,--,27
