date,Total precipitation(mm),Temperature(℃),Snowfall(cm),Snow accumulation(cm)
2016年11月20日9時,--,13.6,--,--
2016年11月20日10時,--,17.1,--,--
2016年11月20日11時,--,16.7,--,--
2016年11月20日12時,0.0,15.7,--,--
2016年11月20日13時,0.0,15.1,--,--
2016年11月20日14時,0.0,15.1,--,--
2016年11月20日15時,--,14.9,--,--
2016年11月20日16時,0.0,14.8,--,--
2016年11月20日17時,0.0,13.9,--,--
2016年11月20日18時,--,13.9,--,--
2016年11月20日19時,--,13.0,--,--
2016年11月20日20時,--,12.6,--,--
2016年11月20日21時,--,12.2,--,--
2016年11月20日22時,--,12.2,--,--
2016年11月20日23時,--,11.5,--,--
