date,Total precipitation(mm),Temperature(℃),Snowfall(cm),Snow accumulation(cm)
2017年1月20日9時,--,-6.3,--,29
2017年1月20日10時,--,-5.5,--,29
2017年1月20日11時,--,-3.9,--,29
2017年1月20日12時,--,-1.3,--,29
2017年1月20日13時,--,0.2,--,29
2017年1月20日14時,--,-0.1,--,29
2017年1月20日15時,0.0,3.3,--,29
2017年1月20日16時,0.0,2.9,--,28
2017年1月20日17時,0.0,2.3,--,28
2017年1月20日18時,0.0,2.2,--,28
2017年1月20日19時,0.0,0.7,--,28
2017年1月20日20時,0.0,0.0,--,28
2017年1月20日21時,0.0,-0.3,--,28
2017年1月20日22時,0.0,-0.4,--,28
2017年1月20日23時,0.0,-0.2,1,29
