date,Total precipitation(mm),Temperature(℃),Snowfall(cm),Snow accumulation(cm)
2017年12月7日9時,--,2.0,--,--
2017年12月7日10時,--,3.2,--,--
2017年12月7日11時,--,4.6,--,--
2017年12月7日12時,--,6.5,--,--
2017年12月7日13時,--,7.9,--,--
2017年12月7日14時,--,7.9,--,--
2017年12月7日15時,--,7.6,--,--
2017年12月7日16時,--,6.9,--,--
2017年12月7日17時,--,4.9,--,--
2017年12月7日18時,--,3.2,--,--
2017年12月7日19時,--,1.9,--,--
2017年12月7日20時,--,1.6,--,--
2017年12月7日21時,--,1.0,--,--
2017年12月7日22時,--,0.5,--,--
2017年12月7日23時,--,-0.3,--,--
