date,Total precipitation(mm),Temperature(℃),Snowfall(cm),Snow accumulation(cm)
2017年4月27日9時,--,11.7,--,--
2017年4月27日10時,--,13.1,--,--
2017年4月27日11時,--,13.6,--,--
2017年4月27日12時,--,14.7,--,--
2017年4月27日13時,--,14.7,--,--
2017年4月27日14時,--,15.6,--,--
2017年4月27日15時,--,14.7,--,--
2017年4月27日16時,--,15.3,--,--
2017年4月27日17時,--,14.3,--,--
2017年4月27日18時,--,13.2,--,--
2017年4月27日19時,--,11.1,--,--
2017年4月27日20時,--,9.4,--,--
2017年4月27日21時,--,9.1,--,--
2017年4月27日22時,--,8.7,--,--
2017年4月27日23時,--,6.0,--,--
