date,Total precipitation(mm),Temperature(℃),Snowfall(cm),Snow accumulation(cm)
2017年11月30日9時,--,4.1,--,--
2017年11月30日10時,--,4.2,--,--
2017年11月30日11時,--,4.6,--,--
2017年11月30日12時,--,5.2,--,--
2017年11月30日13時,--,4.7,--,--
2017年11月30日14時,--,4.8,--,--
2017年11月30日15時,--,4.9,--,--
2017年11月30日16時,0.0,4.6,--,--
2017年11月30日17時,0.0,3.7,--,--
2017年11月30日18時,0.0,3.4,--,--
2017年11月30日19時,0.0,3.0,--,--
2017年11月30日20時,0.0,2.9,--,--
2017年11月30日21時,0.0,2.6,--,--
2017年11月30日22時,0.0,2.4,--,--
2017年11月30日23時,0.5,2.4,--,--
