date,Total precipitation(mm),Temperature(℃),Snowfall(cm),Snow accumulation(cm)
2017年11月8日9時,--,7.9,--,--
2017年11月8日10時,--,8.7,--,--
2017年11月8日11時,--,9.2,--,--
2017年11月8日12時,--,9.2,--,--
2017年11月8日13時,--,10.5,--,--
2017年11月8日14時,--,12.7,--,--
2017年11月8日15時,--,13.1,--,--
2017年11月8日16時,--,12.3,--,--
2017年11月8日17時,0.0,12.3,--,--
2017年11月8日18時,0.0,11.7,--,--
2017年11月8日19時,0.5,10.8,--,--
2017年11月8日20時,0.5,10.4,--,--
2017年11月8日21時,0.0,10.1,--,--
2017年11月8日22時,0.5,9.9,--,--
2017年11月8日23時,1.5,9.8,--,--
