date,Total precipitation(mm),Temperature(℃),Snowfall(cm),Snow accumulation(cm)
2016年2月17日9時,0.0,0.7,--,2
2016年2月17日10時,0.5,1.5,1,3
2016年2月17日11時,0.0,1.9,--,2
2016年2月17日12時,0.0,1.6,--,--
2016年2月17日13時,0.0,3.2,--,--
2016年2月17日14時,0.0,2.6,--,--
2016年2月17日15時,0.0,1.0,--,--
2016年2月17日16時,0.0,0.1,--,--
2016年2月17日17時,0.0,0.0,--,--
2016年2月17日18時,0.0,-0.8,--,--
2016年2月17日19時,0.0,-0.9,1,1
2016年2月17日20時,0.0,-1.0,--,1
2016年2月17日21時,0.0,-0.8,--,1
2016年2月17日22時,0.0,-0.9,--,1
2016年2月17日23時,0.0,-1.2,--,1
