date,Total precipitation(mm),Temperature(℃),Snowfall(cm),Snow accumulation(cm)
2016年2月13日9時,--,3.2,--,--
2016年2月13日10時,--,5.5,--,--
2016年2月13日11時,--,7.6,--,--
2016年2月13日12時,--,8.9,--,--
2016年2月13日13時,--,10.7,--,--
2016年2月13日14時,--,10.8,--,--
2016年2月13日15時,0.0,11.3,--,--
2016年2月13日16時,0.0,10.1,--,--
2016年2月13日17時,0.0,9.9,--,--
2016年2月13日18時,0.0,8.0,--,--
2016年2月13日19時,0.0,7.2,--,--
2016年2月13日20時,0.0,6.5,--,--
2016年2月13日21時,--,6.4,--,--
2016年2月13日22時,0.0,6.3,--,--
2016年2月13日23時,0.0,5.3,--,--
