date,Total precipitation(mm),Temperature(℃),Snowfall(cm),Snow accumulation(cm)
2016年11月30日9時,--,5.0,--,--
2016年11月30日10時,--,6.8,--,--
2016年11月30日11時,--,6.5,--,--
2016年11月30日12時,--,7.6,--,--
2016年11月30日13時,--,7.5,--,--
2016年11月30日14時,--,8.3,--,--
2016年11月30日15時,--,8.7,--,--
2016年11月30日16時,--,7.1,--,--
2016年11月30日17時,--,7.3,--,--
2016年11月30日18時,--,7.0,--,--
2016年11月30日19時,--,4.8,--,--
2016年11月30日20時,--,4.8,--,--
2016年11月30日21時,--,5.6,--,--
2016年11月30日22時,--,3.7,--,--
2016年11月30日23時,--,3.1,--,--
