date,Total precipitation(mm),Temperature(℃),Snowfall(cm),Snow accumulation(cm)
2017年4月11日9時,--,11.6,--,--
2017年4月11日10時,--,11.1,--,--
2017年4月11日11時,0.0,10.6,--,--
2017年4月11日12時,1.5,9.5,--,--
2017年4月11日13時,4.0,9.2,--,--
2017年4月11日14時,1.0,9.8,--,--
2017年4月11日15時,0.0,10.3,--,--
2017年4月11日16時,0.5,10.6,--,--
2017年4月11日17時,0.0,10.6,--,--
2017年4月11日18時,0.5,10.3,--,--
2017年4月11日19時,0.5,10.2,--,--
2017年4月11日20時,0.5,10.6,--,--
2017年4月11日21時,0.0,10.6,--,--
2017年4月11日22時,0.5,9.2,--,--
2017年4月11日23時,0.5,9.0,--,--
