date,Total precipitation(mm),Temperature(℃),Snowfall(cm),Snow accumulation(cm)
2017年11月15日9時,--,10.6,--,--
2017年11月15日10時,--,11.7,--,--
2017年11月15日11時,--,12.8,--,--
2017年11月15日12時,--,14.3,--,--
2017年11月15日13時,--,14.1,--,--
2017年11月15日14時,--,13.3,--,--
2017年11月15日15時,--,12.2,--,--
2017年11月15日16時,--,10.4,--,--
2017年11月15日17時,0.5,9.0,--,--
2017年11月15日18時,0.0,8.8,--,--
2017年11月15日19時,0.0,8.4,--,--
2017年11月15日20時,0.0,7.9,--,--
2017年11月15日21時,--,7.4,--,--
2017年11月15日22時,0.0,7.3,--,--
2017年11月15日23時,0.0,6.9,--,--
