date,Total precipitation(mm),Temperature(℃),Snowfall(cm),Snow accumulation(cm)
2017年4月16日9時,0.0,7.8,--,--
2017年4月16日10時,--,10.9,--,--
2017年4月16日11時,--,15.9,--,--
2017年4月16日12時,--,20.7,--,--
2017年4月16日13時,--,23.2,--,--
2017年4月16日14時,--,23.6,--,--
2017年4月16日15時,--,23.4,--,--
2017年4月16日16時,--,22.0,--,--
2017年4月16日17時,--,19.9,--,--
2017年4月16日18時,--,17.4,--,--
2017年4月16日19時,--,15.5,--,--
2017年4月16日20時,--,14.9,--,--
2017年4月16日21時,--,14.1,--,--
2017年4月16日22時,--,14.0,--,--
2017年4月16日23時,--,12.6,--,--
